"","ID","focal","competitor","density","competition","inoculum","decay","treatment","tot_focal","tot_comp","Above_focal","Above_comp","Below_focal","Below_comp","Remove_density","Above_focal_initial","Below_focal_initial","tot_focal_initial","Above_comp_initial","Below_comp_initial","tot_comp_initial","moss"
"16","016","ENGERO","MACHZU",4,"heterospecific","sterilized+living","living","sterilized",0.10751,0.8714,0.08381,0.58681,0.0237,0.28459,0,0.0135813333333333,0.004368,0.0179493333333333,0.0587506666666667,0.0310586666666667,0.0898093333333333,0
"17","017","MACHZU","MACHZU",0,"conspecific","unsterilized+dead","dead","unsterilized",0.39412,0,0.2191,0,0.17502,0,0,0.0587506666666667,0.0310586666666667,0.0898093333333333,0.0587506666666667,0.0310586666666667,0.0898093333333333,100
"18","018","MACHZU","MACHZU",1,"conspecific","unsterilized+dead","dead","unsterilized",0.333025103244051,0.227374896755949,0.21893,0.15591,0.114095103244051,0.0714648967559492,0,0.0587506666666667,0.0310586666666667,0.0898093333333333,0.0587506666666667,0.0310586666666667,0.0898093333333333,100
"19","019","MACHZU","MACHZU",2,"conspecific","unsterilized+dead","dead","unsterilized",0.39673510937341,0.61193489062659,0.26182,0.42619,0.13491510937341,0.18574489062659,0,0.0587506666666667,0.0310586666666667,0.0898093333333333,0.0587506666666667,0.0310586666666667,0.0898093333333333,100
"20","020","MACHZU","MACHZU",4,"conspecific","unsterilized+dead","dead","unsterilized",0.243468077070064,1.20678192292994,0.16094,0.78106,0.0825280770700637,0.425721922929936,1,0.0587506666666667,0.0310586666666667,0.0898093333333333,0.0587506666666667,0.0310586666666667,0.0898093333333333,100
"21","021","ENGERO","MACHZU",0,"heterospecific","unsterilized+dead","dead","unsterilized",0.12542,0,0.10273,0,0.02269,0,2,0.0135813333333333,0.004368,0.0179493333333333,0.0587506666666667,0.0310586666666667,0.0898093333333333,100
"22","022","ENGERO","MACHZU",1,"heterospecific","unsterilized+dead","dead","unsterilized",0.15558,0.12988,0.14194,0.05897,0.01364,0.07091,0,0.0135813333333333,0.004368,0.0179493333333333,0.0587506666666667,0.0310586666666667,0.0898093333333333,100
"23","023","ENGERO","MACHZU",2,"heterospecific","unsterilized+dead","dead","unsterilized",0.20092,0.58077,0.1522,0.37646,0.04872,0.20431,0,0.0135813333333333,0.004368,0.0179493333333333,0.0587506666666667,0.0310586666666667,0.0898093333333333,100
"24","024","ENGERO","MACHZU",4,"heterospecific","unsterilized+dead","dead","unsterilized",0.18626,1.16132,0.14056,0.78938,0.0457,0.37194,0,0.0135813333333333,0.004368,0.0179493333333333,0.0587506666666667,0.0310586666666667,0.0898093333333333,100
"25","025","MACHZU","MACHZU",0,"conspecific","sterilized+dead","dead","sterilized",0.27288,0,0.19603,0,0.07685,0,0,0.0587506666666667,0.0310586666666667,0.0898093333333333,0.0587506666666667,0.0310586666666667,0.0898093333333333,0
"26","026","MACHZU","MACHZU",1,"conspecific","sterilized+dead","dead","sterilized",0.542824089787014,0.236415910212986,0.37565,0.14692,0.167174089787014,0.0894959102129858,0,0.0587506666666667,0.0310586666666667,0.0898093333333333,0.0587506666666667,0.0310586666666667,0.0898093333333333,0
